128	-M2 -M2 -m2 -M2 -M2
80	-m2 -M2 -M2 +M2 +M2
80	-M2 -m2 -M2 -M2 +M2
80	+M2 -M2 -M2 -m2 -M2
70	+m2 +M2 +M2 -M2 -M2
69	+M2 +M2 +m2 +M2 +M2
69	+M2 +M2 -M2 -M2 -m2
66	-m2 -M2 -M2 -m2 -M2
66	-M2 -M2 +M2 +M2 +m2
64	-M2 -M2 -m2 -M2 +M2
60	+M2 +M2 +m2 -m2 -M2
58	+M2 +m2 -m2 -M2 -M2
57	+M2 +m2 +M2 +M2 -M2
56	-M2 -m2 -M2 +M2 +m2
56	-M2 -m2 -M2 -M2 -m2
53	-M2 -M2 -M2 -m2 -M2
51	-M2 +M2 +M2 +m2 +M2
50	-m2 -M2 +M2 +m2 +M2
50	-m2 -M2 -M2 -M2 -m2
50	+m2 +M2 -M2 -m2 -M2
50	-M2 +M2 +m2 +M2 +M2
45	+M2 +m2 +M2 -M2 -m2
43	+M2 -M2 -m2 -M2 -M2
42	-m2 -M2 -M2 -m2 +m2
41	-M2 -m2 +m2 +M2 +M2
39	+m2 -m2 -M2 -M2 -m2
37	+M2 +m2 +M2 +M2 +m2
37	-M2 -M2 -m2 +m2 +M2
36	+m2 +M2 +M2 +m2 -m2
34	+M2 +m2 -m2 +m2 +M2
33	+m2 -m2 -M2 -M2 +M2
30	-M2 -m2 +m2 -m2 -M2
30	-m2 +m2 +M2 +M2 +m2
28	+M2 +M2 +m2 +M2 -M2
28	+m2 +M2 +M2 +m2 +M2
28	+m2 +M2 +M2 +M2 +m2
27	-M2 -M2 +M2 +M2 -M2
27	-M2 -m2 -M2 -m2 +m2
26	-M2 +M2 +m2 -m2 -M2
26	-m2 -M2 -m2 +m2 +M2
25	-m2 +m2 +M2 -M2 -m2
25	+M2 +m2 +M2 +M2 +M2
25	-m2 -M2 -M2 +M2 -M2
24	+M2 -M2 -M2 +M2 +M2
24	-M2 -m2 +m2 +M2 -M2
24	+M2 +M2 -M2 -M2 +M2
24	-M2 +M2 +M2 +m2 -m2
23	-M2 +M2 -M2 -M2 -m2
23	-M2 +M2 +M2 -M2 -M2
22	-m2 -M2 +M2 -M2 -M2
22	+m2 -m2 +m2 +M2 +M2
22	-M2 -M2 -m2 -M2 -m2
22	-m2 +m2 +M2 +M2 -M2
22	-M2 -m2 -M2 -M2 -M2
21	-M2 -M2 -m2 +m2 -m3
21	-M2 -m2 -M2 -M2 +M3
20	-M2 -m2 +m2 +M2 +m2
20	+m3 -M2 -m2 -M2 -M2
20	+m2 -m2 +m2 +M2 -M2
19	-m2 +m2 +M2 -M2 +M2
19	+m3 +M3 -M2 -M2 -m2
19	-m2 -M2 +m3 -m2 -M2
19	+M2 +M2 -M2 +M2 +m2
18	-M2 -m2 -M2 +M2 -M3
18	-M2 +M2 +m2 +M2 -M2
18	-M2 -M2 -m2 +m2 -m2
18	+M2 -M2 +M2 +m2 -m2
18	+M2 -M2 -M2 -m2 +m2
18	-M2 -m2 -M2 +m3 -m2
18	+M2 +m2 -m2 -M2 +M2
17	-m2 -M2 +M2 +m2 -m2
17	+M2 -M2 -m2 -M2 +M2
17	-M2 -M2 +M2 -M2 -m2
17	+M2 -M2 -m2 +m2 +M2
16	+m2 +M2 -M2 -m2 +m2
16	+M3 -M2 -M2 -m2 -M2
16	-m3 +M2 +m2 +M2 +M2
16	-M2 +M2 +M2 -M2 +M2
16	-M2 -M2 +M2 +M2 -M3
16	+m2 +M2 -M2 +M2 +M2
16	-M3 +M2 +M2 +m2 +M2
15	-M2 -m2 -M2 +M2 -M2
15	+M2 -M2 +M2 +m2 +M2
15	+M2 +M2 +m2 -m2 +m2
15	-m2 -M2 -M2 +M3 -M2
15	-M2 -M2 -m2 -M2 +m3
14	+M2 +m2 -m3 +M2 +m2
14	+M2 +m3 -M2 -m2 -M2
14	-m3 -M2 -M2 -m2 -M2
14	-m3 -M3 +M2 +M2 +m2
14	-m2 +m2 -m2 -M2 -M2
14	-M2 +M2 +m2 -m2 +m2
14	+m3 -m2 -M2 -M2 -m2
13	+M2 +M2 +M2 +m2 +M2
13	+M2 -M2 +M2 +M2 +m2
13	+m2 +M2 +M2 -M2 +M2
13	-m2 -M2 -M2 +M3 +m3
13	+m2 -m2 -M2 +M2 +m2
13	+M2 +M2 +M2 +m2 -m2
13	+M2 +M2 +m2 +M2 -m3
13	+M2 +m2 +M2 +M2 -M3
12	+m2 -m2 -M2 +M2 -M2
12	+m2 +M2 +m2 +M2 +M2
12	+m2 -m2 -M2 -m2 +m2
12	+m3 +M2 -M2 -m2 -M2
12	-m2 +m2 +M2 +m2 +M2
12	+M2 -M2 +M2 +M2 -M2
12	+m2 +M2 +M2 -M3 -m3
12	-M2 +m3 -m2 -M2 -M2
12	-M2 +M2 -M2 -M2 +M2
11	-M2 +M2 -M2 -m2 +m2
11	-M2 -M2 +M2 -M2 -M2
11	+M2 +M2 +m2 +M2 +m2
11	+M2 -M2 -M2 +M2 -M2
11	+M3 +m3 -M2 -m2 -M2
11	-M2 -M2 +M3 -M2 -M2
11	+M2 +m2 +M2 +M2 +m3
10	+m3 -M2 -m2 -M2 +M2
10	-m2 +m2 -m2 -M2 +M2
10	+m2 +M2 +M2 -M2 -m3
10	+M2 +M2 +m2 -m3 -m3
10	+M2 -M2 -m2 -M2 -m2
10	+m2 +M2 +M2 +m3 -m3
10	+m2 -m3 +M2 +m2 +M2
10	+M2 +M2 -M3 +M2 +M2
10	-M2 -m3 -M3 +M2 +M2
10	+M2 +m2 +M2 -m3 -M3
10	+m3 -m2 -M2 -M2 -M2
10	-m3 +m2 +M2 +M2 -M2
9	+M3 +m3 -m2 -M2 -M2
9	+m3 -m3 -M2 -M2 -m2
9	-m3 -m3 +m2 +M2 +M2
9	-m3 +m2 +M2 +M2 +m2
9	+m2 +M2 +M2 +m2 -m3
9	+M2 -M2 -m2 +m2 -m2
9	+M2 +m3 -m2 -M2 -M2
9	-m2 -M2 -M2 +M2 +m3
9	-M3 +M2 +M2 -M2 -M2
9	-M2 +M2 +M2 -M3 +M2
9	-M2 -m2 -M2 -M2 -m3
9	-M2 +M2 -M2 -m2 -M2
9	-m2 +m2 +M2 +M2 -M3
9	-m2 -M2 +M2 -M3 +M2
9	+M3 -M2 -M2 -m2 +m2
8	-m2 -M2 -M2 +M6 -M2
8	-m2 -M2 +M2 +m2 -m3
8	-M2 +M2 +M2 +m2 -m3
8	-m2 +m3 -M2 -m2 -M2
8	+M2 +m2 +M2 -m3 +m2
8	+M3 +m3 -M2 +M3 +m3
8	+M2 +M2 +M2 +M2 +m2
8	-M2 -m2 -M2 -M2 +m3
8	-m3 +m2 -m2 -M2 -M2
8	+m2 -m2 -M2 -M2 -M2
8	+M2 -M2 -M2 +M3 +m3
8	+m2 +M2 +m2 -m2 -M2
8	+M2 +M2 -M2 +M2 +M2
8	+M2 -m3 +m2 +M2 +M2
7	+M3 -M2 -M2 +M2 +M2
7	-M2 +m3 +M3 -M2 -M2
7	+M2 +M2 -M2 -M2 +M3
7	+m3 -m2 -M2 -M2 +M2
7	-m2 +m2 +M2 +m2 -m2
7	+m3 +m3 -m2 -M2 -M2
7	-M2 +M2 +m2 +M2 -m3
7	-M2 -M2 +M3 +m3 -M2
7	+m2 +M2 -M2 -m2 -M3
7	-m2 +m2 +M2 +M2 +M2
7	-M2 -M2 +M6 -M2 -M2
7	-m3 -M3 -m2 +m2 +M2
7	+M2 +M2 +m3 -M2 -m2
7	-M2 -m2 +m2 -m3 +m3
7	-M3 -m3 +M2 +m2 +M2
7	-M2 +M2 -M2 +M2 +m2
7	-M2 +m3 -m2 -M2 +M2
7	-M2 -M2 +M2 +M2 +m3
7	-M2 -m2 +m2 +m3 +M3
7	-m2 -M2 -M2 +M2 +m2
7	-M2 +M3 +m3 -m2 -M2
7	+M3 +m3 +M2 +M2 +m2
7	+m2 -m3 -m3 +m2 +M2
7	+m2 +M2 -M2 +M2 +m2
7	+M2 +m2 -m2 -M2 +m3
7	-m2 +m2 -m2 -M2 -m2
7	+M2 +M2 +m2 +M3 +m3
7	+M2 -M3 +M2 +M2 +m2
7	+M2 -m2 -M2 -M2 -M2
7	-M2 -M2 -M2 -m2 +m2
7	+M2 +M2 +m2 -m3 +M2
7	-M2 -m2 -M2 -M2 +M6
7	-M2 -M2 +M3 +m3 -m2
7	-m3 +m3 +M3 -M2 -M2
7	+M3 +m3 +M2 -M2 -m2
7	+M2 +m2 -m2 -M2 -m3
7	+M2 +m2 -m2 -M2 -m2
6	+M2 +m2 -M2 -M2 -m2
6	+m2 -m3 +M2 -M2 -M2
6	-m2 -M2 +M2 -M3 -m2
6	-M2 +M2 +M2 +M2 +m2
6	+M2 -M2 -m2 +m2 -m3
6	-m2 -M2 -M2 -m3 -M3
6	-m2 -M3 +M2 +M2 +m2
6	+m3 +M2 +M2 +m2 +M2
6	+m3 +M2 -M2 -M2 -m2
6	+M6 -M2 -M2 -m2 -M2
6	-m3 -M2 -m2 +m2 +M2
6	+M2 +m3 -m3 -M2 -M2
6	+m6 -m2 -M2 -M2 -m2
6	-M2 -m2 +M2 +M2 +m2
6	-M2 -M2 +M2 +M2 +M2
6	+M2 -M3 -m3 +M2 +m2
6	+M2 +m2 +M2 +m2 +M2
6	+M2 -M2 -M2 -M2 -m2
6	-M2 -m3 +M2 +m2 +M2
6	-m3 +M2 -M2 -M2 -m2
6	-m3 -m3 -M3 +M2 +M2
6	+M2 +M2 -M6 +M2 +M2
6	-M2 -M2 -m2 +m3 -M2
6	+m2 +M2 -m2 -M2 -M2
6	+M2 +M2 +m3 -m3 -M2
6	+M2 -M3 +M2 -m3 +m2
6	-M2 -m2 -M2 +M2 +m3
6	+M2 +M2 -M2 -m3 -M3
6	+M2 -M6 +M2 +M2 +m2
6	-M2 -m3 +m2 +M2 +M2
6	+m2 +M2 -m3 +m2 +M2
6	+M3 +m2 +M2 +M2 -M2
5	-m3 -M2 -m2 -M2 -M2
5	+m2 -M2 -M2 -m2 -M2
5	-M2 +M2 -M2 -m3 -M2
5	+m6 -m2 -M2 -M2 -M2
5	-m2 -M2 -M2 -m3 +m3
5	-M3 -m2 -M2 -M2 +M2
5	+m2 -m2 -M2 +m3 -m2
5	-M2 +M2 +M2 +m2 +M3
5	+M2 +M2 -M3 -m3 -M2
5	+m3 -M2 -m2 -M2 -m2
5	+M2 +m2 +M3 +m3 +M2
5	-M2 -M2 -m2 -M2 +M3
5	-m2 -M2 -m2 +m3 -M2
5	-M2 -m2 +m2 +M2 +m3
5	+m3 -m2 -M2 -M2 -m3
5	+m2 +M2 -m3 -M3 +M2
5	+m2 +M2 +M2 -M3 -m2
5	-m2 +m2 -m3 +m3 -m2
5	+m3 -m2 -M2 -m2 +m2
5	-m2 +M2 +M2 +m2 +M2
5	-M2 +M3 -M2 -M2 -m2
5	-M2 -m2 +m2 -m2 +m2
5	+M2 +m2 +M2 +M2 -M6
5	-M2 +M3 +m3 -M2 +M3
5	+M3 +m3 +m3 -m2 -M2
5	-m2 -M2 +M2 -M3 +M3
5	-m2 -M2 +M2 +M2 +m2
5	-m3 -M2 -M2 +M2 +M2
5	+m2 +M2 +M2 +M2 +M2
5	+M2 +M2 -M2 +M2 -M2
5	-M2 -m3 +m2 -m2 -M2
5	-m2 -M2 -m2 +m2 +m2
5	-M2 +M3 -M2 -M2 +M2
5	-m3 +m2 -m2 +m2 +M2
5	+m2 -m3 -M2 -m2 -M2
5	-M2 +M2 +M2 -M3 -m2
5	-M2 -M2 -m3 +M2 +m2
5	-m2 +m2 +M2 +M2 +m3
5	+m3 -m2 +m2 +M2 +M2
5	-M2 -m2 -M2 -m2 +m3
5	-M2 -m2 -M2 -m2 -M3
5	-M2 +M3 +m3 +M2 +M2
5	+M2 +M2 +m2 -M2 -M2
5	-M2 -M2 -m2 +M2 +M2
5	+M2 -M2 -m3 -M2 -M2
5	-M2 +M3 +m2 +M2 +M2
5	-m3 +m6 -m2 -M2 -M2
5	-M2 -m2 +m3 -M2 -m3
5	-M2 -m2 +m2 -m3 -m3
5	-M3 -m3 -m2 +m2 +M2
5	-m3 -M2 +M2 +m2 +M2
5	-M2 -m2 +m2 -m3 -M2
5	-M2 +M2 -M2 +M2 +M2
5	-M2 -M2 +M2 +m3 -m2
5	-M3 -m3 +m6 -m2 -M2
5	-m2 +m2 -m3 -m3 +m2
5	-m2 -M2 +m3 +M2 +M2
5	+M2 +M2 +M2 +m2 -m3
5	-m2 +m3 +M3 -M2 -M2
5	-m3 -M3 +M6 -M2 -M2
5	-m2 -M2 +M2 -M2 +M2
5	+m2 -m2 -M2 -M2 -m3
4	-M2 -m2 +m2 -m3 -M3
4	-M3 -m2 -M2 -M2 -m2
4	-M2 -M2 -m3 +m2 +M2
4	+m2 +M2 +m2 +M2 -M2
4	-M2 -m2 +m2 +m3 -m2
4	-M2 -M2 -m2 +m2 +m3
4	-m2 -M2 -m2 -M2 +M2
4	-M2 -M2 +M3 +m3 -m3
4	-m2 -M2 -m2 +m2 +m3
4	-M2 -m2 +m2 +M3 +m3
4	+m3 -m2 -M2 +M2 -M3
4	-M2 +M2 -M2 -M2 +M3
4	-m2 +m2 -m2 +m2 +M2
4	+M2 +m2 +M3 -M3 -m2
4	-m3 +M2 +m2 -m2 -M2
4	-M2 +M2 -M3 +M2 -M2
4	+m2 -m3 -m3 -M3 +M2
4	-M2 -m3 -M3 -m2 +m2
4	-m2 -M2 -M2 +m3 -m3
4	-M2 +M2 -M3 +M3 +m3
4	+M2 +M2 -M3 +M2 -m3
4	+m2 +M6 -M2 -M2 -m2
4	-M2 -m2 -M2 +M2 +M2
4	+M2 -M2 -m2 -M2 +m3
4	-M2 -M2 +M2 +m2 -m2
4	+M2 +M2 +m3 -m2 -M2
4	-m3 +m3 +M2 -M2 -m3
4	-m2 +m2 +M2 +m2 -m3
4	-M3 -m2 +m2 +M2 +M2
4	-m3 -M2 -M2 -m2 +m2
4	-m2 -M2 -m3 -M3 +M2
4	+m2 +M3 +m3 +M2 -M2
4	+M2 +m2 +M2 -M2 +M2
4	-m2 +m2 -M3 -m2 -M2
4	-M3 +M2 +M2 +m2 +M3
4	-M2 +M3 +m3 -m2 +m2
4	+M2 +m2 +M3 -M2 -M2
4	-m2 +M2 +M2 +m2 -M2
4	-M3 +M3 -M2 -M2 -m2
4	+M2 -m3 -M3 +M2 +M2
4	+m2 +M2 +M2 +m3 -M2
4	+M2 +M2 +m2 +M3 -M3
4	-m2 -M2 +M2 +m3 -M2
4	+M2 +m2 +M2 -m3 -M2
4	+m2 +M2 +m3 -M2 -m2
4	+m2 -m2 -M2 -M2 +M3
4	+m2 -m2 -M2 +M2 -M3
4	-M2 +M2 -M3 +M2 +m3
4	-m2 +m2 +M2 -M2 -M2
4	-M2 -m2 +m2 -m3 +M2
4	-m2 -M2 +M2 -M3 -m3
4	-M2 -m3 -M2 -M2 -m2
4	-m3 -M2 +M2 -M2 -M2
4	+m2 +M2 +m2 -m2 +m2
4	+M2 +m7 -m2 -M2 +M2
4	+M2 +m2 -m3 -m3 +m2
4	-M2 -M2 -M2 -M2 -m2
4	-m3 -M3 +M3 -M2 -M2
4	-m2 -M2 -M2 -m2 +m3
4	+m2 +M2 +M2 -M6 +M2
4	+m2 +M2 +m7 -m2 -M2
4	+m2 -m3 -M2 +M3 +m3
4	-M2 +m2 -m2 -M2 -M2
4	-m2 +m2 -M2 -m2 +m2
4	-m2 +m2 +M2 +m7 -m2
4	-m2 -M2 +m3 +M3 -M2
4	-M2 -M2 -m2 -M2 -M3
4	-m3 +m2 +M2 +M2 +M2
4	+m2 -m3 +M2 +m2 -m3
4	-M2 +M2 +m3 -M2 -m2
4	-M2 -m2 +m3 -M2 -m2
4	+m3 +m3 -M2 -m2 -M2
4	+M2 +M2 -M3 -m2 -M2
4	+M2 +m2 +M2 +m2 -m2
4	+m3 +M2 +M2 -M2 -M2
4	-M3 +M2 +M2 +m2 -m2
4	-M2 -M2 +M2 +m2 +M2
4	-M2 -M2 -m2 +m2 +M3
4	-M3 +M2 +M2 +m2 -m3
4	+m2 +M2 +M2 +m3 -m2
4	+M2 +m2 -m2 +M2 +m2
4	-m3 +M2 +m2 -m3 +M2
4	-m2 +m2 +M2 +m3 -M2
4	+M2 -M3 -m2 +m2 +M2
4	+M2 +M2 +M2 +m2 -M2
4	-M2 -m2 -M2 +M3 +m2
4	-m2 -M3 +m2 -m2 -M2
4	+m3 -m2 -M2 +M2 -M2
4	-m2 -M2 -M2 -m2 +m6
4	+M2 +M2 -M2 -m3 +m2
4	+m6 -m3 -M2 -M2 -m2
4	+M2 +M2 +m2 -m2 +M2
4	-M2 -M2 +M2 -M2 -m3
4	-M2 -M2 -m2 -M2 +m6
4	-M2 +M6 -M2 -M2 -m2
4	-M2 +M3 +m3 -M2 -m2
4	-M2 +M2 +m2 -m3 +M2
4	-M2 +M2 +M2 +m3 -M2
4	-M2 +M2 +m3 -m2 -M2
3	+M2 -M2 -m3 +m2 -m2
3	+M3 -M2 -M2 -m2 +m3
3	-m2 -M2 -m2 -M3 +m2
3	-m2 -M2 +M2 +m2 +M3
3	+m2 -m2 -M2 +m3 +M3
3	+M2 +M2 +M2 +m2 +M3
3	-m3 -M3 -M2 -m2 -M2
3	-m3 +m3 -m2 -M2 -M2
3	-M2 +M3 +m3 -m3 -M3
3	-M2 -m2 +m2 +m2 -m2
3	+M2 +m3 +M3 -M2 +M2
3	+m3 -m3 -M3 +M3 +m3
3	-M2 +M2 +m3 +M3 -M2
3	+M3 +m3 -m2 +m2 +M2
3	+m2 +M2 +m2 +M2 +m3
3	-m2 -M2 -M2 -m3 +m2
3	-m2 -M2 -M2 -m2 -M3
3	+M2 +M2 +m2 -m3 -M2
3	+M2 -M2 +M3 +m2 +M2
3	+M3 -M2 +M2 +m2 +M2
3	+m2 -m3 +m3 +M3 -M2
3	-m3 -m3 -M3 +M2 -M2
3	-M2 +M2 -M3 -m3 +m3
3	+m3 +M2 +M2 +m2 -m2
3	-m2 +m2 +m3 +M3 -M2
3	-m3 +M2 -M3 -m3 +M2
3	+M2 -M3 +M2 +M2 -M2
3	-M2 -m3 -M2 -M2 -M2
3	+m2 -m2 -M2 +m3 +M2
3	-m3 +m3 -M2 -m2 -M2
3	+M2 +m2 +M2 -m2 -M2
3	-m3 -M3 -m3 +M2 +m2
3	+M2 +m2 +M2 +m3 -m2
3	+M2 +m3 -m2 -M2 +M2
3	-M2 +M2 +m2 -m3 -M2
3	+M2 -M2 +M2 -M2 -M2
3	-M3 +M2 -M2 -M2 -m2
3	-M3 +m2 -m2 -M2 -M2
3	-M2 +M2 +m7 -m2 -M2
3	+M2 -M2 -m3 -M3 +M3
3	-m2 +m2 +M2 -M2 -m3
3	+M2 -M3 -M2 -M2 -m2
3	-M3 -m3 +M2 -m3 +m2
3	-m3 -M3 -m2 +m2 +M3
3	+M2 -M2 -m3 -M3 +M2
3	+M2 +M2 -M2 +M2 +m3
3	-M2 -m2 +m6 -m2 -M2
3	+M3 +m3 -m3 -M3 -M2
3	+M2 -M2 +M2 +M2 -M3
3	-m2 +m2 +m2 -m2 +m3
3	+m2 +M2 +M2 +M2 -M2
3	+m2 +M3 -M3 -m2 -M2
3	+M2 -m3 -M3 -m2 +m2
3	+M6 -M6 +m7 -m2 -M2
3	+m7 -m2 -M2 +M2 -M3
3	+m2 +M2 -M2 -M2 +M2
3	+m3 -M2 -m2 -M2 -m3
3	+M2 -M3 -m2 -M2 -M2
3	-M2 +M2 -M2 -M2 -m3
3	-M2 -m2 -M2 +m3 +M3
3	+m3 -M2 +M3 +m3 -m2
3	+M2 +m2 -m3 -M3 -m2
3	+M2 +m2 -m3 -M2 +M2
3	-M2 -m3 +m3 +M2 -M2
3	-m2 +m2 +M3 -M2 -M2
3	+M2 -m3 -M2 +M2 -M2
3	+m3 -M2 -m2 -M2 +m3
3	+m2 +M2 -m3 -M2 +M2
3	-M2 -M2 -m3 -M3 -m2
3	-M3 -M2 -M2 -m2 -M2
3	-M2 -m2 +m2 +m2 +M2
3	+M3 -M3 -m2 -M2 -M2
3	-m2 +m2 +M2 -M2 +M3
3	-M2 -m2 -M3 +m2 -m2
3	+m3 +M3 +m3 +m3 -m2
3	-m3 -M3 -m2 -M2 -M2
3	+M2 +M2 +m2 -m3 -M3
3	-m2 +m3 -M2 -m3 -M3
3	+M2 +M2 +M2 +m2 -m6
3	+m2 +M3 -M2 -M2 -m2
3	-M2 -m2 +m2 -M2 -M2
3	+m3 +M2 -M2 -m3 -M2
3	+m3 +M3 +m2 +M2 -M2
3	+M2 +M2 +m2 -m6 -M2
3	+M2 -M2 +M2 -M2 -m2
3	+M6 -M2 -m2 +m2 +M2
3	+m2 +M6 -M2 -m2 -M2
3	+m3 +M2 +M2 -M2 +M2
3	-M2 +M2 -M6 +M2 +m3
3	+M2 +m3 -m2 -M3 -m2
3	-m3 +m2 +M2 -M2 -m2
3	-m3 +m2 -m3 -m3 -M3
3	-M2 -M2 +M3 -M2 +M2
3	-M2 +M3 +m3 -m3 +m3
3	-M2 -M2 +M2 -M2 +M2
3	+m2 +M2 -m3 -M3 -m3
3	-m3 +m3 +M2 -M2 -M2
3	-M2 +m3 -m2 -M2 -m3
3	-M3 -m3 +M2 -M3 -m3
3	-M2 +M6 -M2 -M2 +M2
3	-M2 -m3 -M3 +M6 -M2
3	-m2 -M2 -m2 +m2 -M2
3	-M3 +M3 +m3 +M2 -M2
3	-M2 +M2 -M2 -m3 +m2
3	-M2 -M2 -M2 +M6 -M2
3	-m2 +m3 -M2 -m3 +M2
3	-M6 +M2 +M2 +m2 -m2
3	+M2 +M2 -M3 -m3 +M2
